ticker,MAE,RMSE,MAPE
AAPL,10.665010710515444,11.09601648184148,5.364351573028937
GOOGL,6.4416664536815516,7.582692405573963,3.7158797340798735
JPM,5.642239032762069,7.614732555889432,2.108747335243253
MSFT,16.573662249715753,20.636153915072764,3.4805888264404365
XOM,3.7869360201525017,4.217931208332108,3.6788359877853662
